binname	contiglength	mean_read_length	coverage	damage	GC
Lib3_9_bin.69	6338	133.1	53.9	0	0.430
Lib3_9_bin.69	7153	137.5	50	0	0.454
Lib3_9_bin.69	4293	143.2	45.9	0.114	0.466
Lib3_9_bin.69	8923	134.5	49.4	0.096	0.453
Lib3_9_bin.69	3785	133.3	40.3	0	0.482
Lib3_9_bin.69	5909	136.2	43.1	0.03	0.490
Lib3_9_bin.69	11199	134.6	55.1	0.097	0.420
Lib3_9_bin.69	11914	135.9	46	0.082	0.479
Lib3_9_bin.69	5471	139.9	42	0.048	0.451
Lib3_9_bin.69	4900	127.3	43.4	0.049	0.476
Lib3_9_bin.69	6087	136.1	33.9	0	0.524
Lib3_9_bin.69	22294	133.4	51.2	0.009	0.446
Lib3_9_bin.69	3055	129.8	48	0.088	0.485
Lib3_9_bin.69	5689	135.3	48.8	0.013	0.444
Lib3_9_bin.69	13826	133.7	63.9	0.014	0.462
Lib3_9_bin.69	3892	135.4	45.7	0	0.489
Lib3_9_bin.69	31179	136.7	49.8	0.033	0.473
Lib3_9_bin.69	14145	137.2	46.8	0	0.504
Lib3_9_bin.69	18786	132.8	47	0.03	0.474
Lib3_9_bin.69	4174	137	47.7	0	0.465
Lib3_9_bin.69	11437	139.6	48	0.061	0.504
Lib3_9_bin.69	4389	135.4	50.3	0.064	0.480
Lib3_9_bin.69	19897	133.8	50.2	0.063	0.446
Lib3_9_bin.69	11371	137.2	51.3	0.013	0.474
Lib3_9_bin.69	4972	133.6	48	0	0.504
Lib3_9_bin.69	8470	131.4	42.8	0.227	0.505
Lib3_9_bin.69	7377	136	57.9	0.03	0.446
Lib3_9_bin.69	14347	135.3	59.8	0.029	0.438
Lib3_9_bin.69	12750	140	55.3	0	0.455
Lib3_9_bin.69	16969	136.9	47.1	0.027	0.477
Lib3_9_bin.69	3508	142.4	39.9	0	0.509
Lib3_9_bin.69	6616	131.2	46.4	0.126	0.486
Lib3_9_bin.69	2902	133.9	41.2	0.104	0.5
Lib3_9_bin.69	26154	141.4	52.8	0.046	0.470
Lib3_9_bin.69	7618	137.6	44.6	0.076	0.487
Lib3_9_bin.69	11409	139.7	48.4	0.025	0.429
Lib3_9_bin.69	9210	131.7	44.6	0.086	0.499
Lib3_9_bin.69	11527	135.4	51.3	0.101	0.462
Lib3_9_bin.69	10009	134.5	49.6	0.022	0.462
Lib3_9_bin.69	11780	133.7	54.9	0.015	0.476
Lib3_9_bin.69	7567	132.9	53.1	0.018	0.461
Lib3_9_bin.69	6600	136.8	42.1	0.062	0.506
Lib3_9_bin.69	3852	131.4	47	0	0.412
Lib3_9_bin.69	2977	136.8	43.5	0	0.522
Lib3_9_bin.69	4859	136.5	45.4	0.07	0.458
Lib3_9_bin.69	4985	137.6	42	0.026	0.513
Lib3_9_bin.69	3544	142.4	37.2	0.087	0.525
Lib3_9_bin.69	11851	136.9	68.8	0.038	0.405
Lib3_9_bin.69	3639	141.1	54	0.034	0.443
Lib3_9_bin.69	10387	135.6	52.1	0.048	0.471
Lib3_9_bin.69	3205	132.2	44.9	0	0.514
Lib3_9_bin.69	11218	131.1	45.1	0.073	0.442
Lib3_9_bin.69	3359	138.9	48.1	0.021	0.516
Lib3_9_bin.69	18376	139.2	45.9	0.098	0.488
Lib3_9_bin.69	3433	134.7	52.6	0	0.458
Lib3_9_bin.69	4313	133.7	41.7	0.059	0.485
Lib3_9_bin.69	6745	133.9	55.1	0	0.455
Lib3_9_bin.69	20806	135.5	44.7	0.13	0.496
Lib3_9_bin.69	3220	126.4	55.2	0.012	0.490
Lib3_9_bin.69	3855	136	57.6	0.176	0.428
Lib3_9_bin.69	8354	133.9	50.2	0.115	0.451
Lib3_9_bin.69	15189	136.7	53.3	0.048	0.458
Lib3_9_bin.69	14287	136.6	50.3	0	0.463
Lib3_9_bin.69	46104	135.7	56.2	0.031	0.445
Lib3_9_bin.69	10361	136.1	51.4	0.036	0.447
Lib3_9_bin.69	16575	135.5	53	0.024	0.459
Lib3_9_bin.69	4706	139.1	56.4	0	0.457
Lib3_9_bin.69	4879	133.4	42.3	0.017	0.495
Lib3_9_bin.69	4112	137.9	49.5	0	0.471
Lib3_9_bin.69	11639	133.3	51.6	0.047	0.472
Lib3_9_bin.69	22034	135.8	53.2	0.054	0.456
Lib3_9_bin.69	5029	138.7	53.1	0.064	0.464
Lib3_9_bin.69	7569	139.3	41.3	0	0.492
Lib3_9_bin.69	4931	136.9	55.6	0.022	0.462
Lib3_9_bin.69	8919	136.2	44.2	0.012	0.479
Lib3_9_bin.69	4108	137.8	42.5	0.07	0.482
Lib3_9_bin.69	5800	138.1	50.1	0.044	0.477
Lib3_9_bin.69	7187	135.5	49.6	0.011	0.455
Lib3_9_bin.69	4093	136.3	46.9	0.269	0.488
Lib3_9_bin.69	8848	138.1	47.7	0.082	0.496
Lib3_9_bin.69	10817	136.4	51.1	0.059	0.448
Lib3_9_bin.69	17242	136.2	44.3	0.087	0.460
Lib3_9_bin.69	11990	133.2	49.3	0.038	0.446
Lib3_9_bin.69	3438	135.7	51.4	0.163	0.486
Lib3_9_bin.69	22260	134.7	56.1	0.063	0.437
Lib3_9_bin.69	3069	122.1	55.3	0.078	0.445
Lib3_9_bin.69	3437	133.9	51.6	0	0.484
Lib3_9_bin.69	12064	133.9	46.5	0.117	0.467
Lib3_9_bin.69	4960	134.1	46.2	0.026	0.495
Lib3_9_bin.69	3309	136.9	43.5	0	0.486
Lib3_9_bin.69	14755	132	51.1	0.076	0.482
Lib3_9_bin.69	13156	133.4	48.5	0.102	0.464
Lib3_9_bin.69	9205	135.2	54.2	0.044	0.466
Lib3_9_bin.69	7591	133.1	41.4	0.138	0.477
Lib3_9_bin.69	3535	126.9	49.1	0.047	0.484
Lib3_9_bin.69	9669	136.7	45.2	0.018	0.498
Lib3_9_bin.69	5769	139	46.1	0	0.478
Lib3_9_bin.69	5418	129	38	0.153	0.478
Lib3_9_bin.69	6917	136.4	40.1	0.173	0.462
Lib3_9_bin.69	6055	131.7	44.2	0.107	0.481
Lib3_9_bin.69	3526	140.6	47.3	0.053	0.457
Lib3_9_bin.69	22179	135.4	48	0.039	0.471
Lib3_9_bin.69	5847	139.6	46.2	0.083	0.490
Lib3_9_bin.69	14779	136	43.4	0	0.479
Lib3_9_bin.69	3867	133.3	42	0	0.477
Lib3_9_bin.69	5861	135	39	0.023	0.493
Lib3_9_bin.69	29579	137.8	48.9	0.072	0.460
Lib3_9_bin.69	6733	133.6	42.5	0	0.519
Lib3_9_bin.69	5287	133.2	47.4	0.016	0.493
Lib3_9_bin.69	4565	135.8	43.1	0.103	0.451
Lib3_9_bin.69	17160	136.1	52.3	0.041	0.461
Lib3_9_bin.69	5037	129.2	50.7	0.009	0.455
Lib3_9_bin.69	11195	137	59	0.024	0.412
Lib3_9_bin.69	8272	135.5	52.7	0.068	0.472
Lib3_9_bin.69	7629	138.6	51.1	0.152	0.445
Lib3_9_bin.69	4431	137	34.7	0	0.491
Lib3_9_bin.69	12424	133.7	48.9	0.145	0.470
Lib3_9_bin.69	5403	127.2	41.7	0.141	0.483
Lib3_9_bin.69	9749	134.2	57.5	0.037	0.420
Lib3_9_bin.69	2508	137.7	41.1	0	0.457
Lib3_9_bin.69	3921	131.4	41.5	0.121	0.471
Lib3_9_bin.69	9804	133.4	61.5	0.047	0.427
Lib3_9_bin.69	11120	136.9	46.9	0.036	0.464
Lib3_9_bin.69	5814	132.9	47.2	0.124	0.490
Lib3_9_bin.69	27219	135.5	46	0.09	0.469
Lib3_9_bin.69	4149	129.6	34	0.111	0.503
Lib3_9_bin.69	3534	129	58.2	0	0.419
Lib3_9_bin.69	10503	137.2	54.4	0.009	0.447
Lib3_9_bin.69	7502	139.3	47.2	0	0.470
Lib3_9_bin.69	5411	133.5	48.3	0.095	0.433
Lib3_9_bin.69	7297	131.8	44	0	0.490
Lib3_9_bin.69	4132	134	43.5	0.182	0.525
Lib3_9_bin.69	5765	132.8	48.1	0.034	0.454
Lib3_9_bin.69	3817	137.2	44.7	0	0.462
Lib3_9_bin.69	6175	135.6	51.5	0.011	0.477
Lib3_9_bin.69	6938	130.8	40.5	0.065	0.501
Lib3_9_bin.69	4343	134.6	47.7	0	0.476
Lib3_9_bin.69	8682	135.7	54.7	0.164	0.445
Lib3_9_bin.69	7447	138.8	48.3	0.165	0.480
Lib3_9_bin.69	5563	132.6	39.1	0	0.521
Lib3_9_bin.69	7808	133.9	50.7	0.106	0.480
Lib3_9_bin.69	4686	139.1	43.6	0.015	0.479
Lib3_9_bin.69	6201	129	50.3	0.026	0.461
Lib3_9_bin.69	3290	132.2	44.7	0.175	0.475
Lib3_9_bin.69	9908	138.1	53.6	0.071	0.469
Lib3_9_bin.69	10127	132.4	40.9	0.056	0.507
Lib3_9_bin.69	7465	136.7	46.1	0.07	0.499
Lib3_9_bin.69	11917	134.7	49.8	0.041	0.472
Lib3_9_bin.69	3376	127.1	50	0	0.429
Lib3_9_bin.69	10041	133.7	45.5	0.024	0.467
Lib3_9_bin.69	23931	133	51.1	0.023	0.464
Lib3_9_bin.69	12310	139.6	54.1	0.04	0.453
Lib3_9_bin.69	14158	139.2	58.3	0.107	0.442
Lib4_1_bin.23	6250	123.6	43.3	0.103	0.575
Lib4_1_bin.23	3539	124.6	38.9	0.067	0.577
Lib4_1_bin.23	20013	120.5	35.1	0.044	0.573
Lib4_1_bin.23	9998	123	41.2	0.03	0.580
Lib4_1_bin.23	2740	125.8	36.9	0	0.556
Lib4_1_bin.23	4039	120.1	31.5	0.062	0.585
Lib4_1_bin.23	8594	119	40.5	0.009	0.557
Lib4_1_bin.23	5863	120.5	55.7	0.021	0.591
Lib4_1_bin.23	2801	121.9	25.3	0.056	0.568
Lib4_1_bin.23	3795	120.3	72.2	0.009	0.613
Lib4_1_bin.23	6469	117.8	34.4	0.222	0.579
Lib4_1_bin.23	3894	122.7	32.5	0.154	0.595
Lib4_1_bin.23	2754	123.6	34.7	0.118	0.605
Lib4_1_bin.23	16260	120.3	34.7	0.025	0.559
Lib4_1_bin.23	3912	116.8	51.3	0.02	0.611
Lib4_1_bin.23	2912	119	34.6	0.091	0.580
Lib4_1_bin.23	6662	121.9	42.6	0.014	0.583
Lib4_1_bin.23	4884	123.3	44.3	0.061	0.588
Lib4_1_bin.23	2830	118.6	33.5	0	0.587
Lib4_1_bin.23	6863	125.1	43.5	0.057	0.622
Lib4_1_bin.23	2816	121.2	36	0.083	0.564
Lib4_1_bin.23	5856	119.6	35.7	0.028	0.550
Lib4_1_bin.23	4086	121.5	38.5	0.111	0.600
Lib4_1_bin.23	2601	120.9	99.9	0.015	0.608
Lib4_1_bin.23	4527	117.3	65.1	0.014	0.619
Lib4_1_bin.23	8790	122.8	41.7	0.066	0.593
Lib4_1_bin.23	4783	119.7	47.8	0.004	0.546
Lib4_1_bin.23	12265	124	36	0	0.595
Lib4_1_bin.23	5477	121.7	35.4	0.053	0.580
Lib4_1_bin.23	3393	119.3	34	0.069	0.559
Lib4_1_bin.23	13412	123.8	43.9	0.073	0.619
Lib4_1_bin.23	5176	123.7	39.7	0	0.585
Lib4_1_bin.23	5623	123.4	49.8	0.19	0.619
Lib4_1_bin.23	9274	121.5	36.7	0	0.580
Lib4_1_bin.23	3247	121.1	54.5	0.031	0.604
Lib4_1_bin.23	2945	124	44.5	0.03	0.586
Lib4_1_bin.23	4475	120.6	39	0	0.589
Lib4_1_bin.23	6243	120.8	47.3	0.043	0.591
Lib4_1_bin.23	2949	119.9	61.9	0.013	0.583
Lib4_1_bin.23	5918	124.7	44.5	0.025	0.596
Lib4_1_bin.23	4244	120	48.4	0.022	0.563
Lib4_1_bin.23	2972	116.6	29.9	0.072	0.574
Lib4_1_bin.23	4387	122	45.2	0.068	0.606
Lib4_1_bin.23	6580	122.7	53.4	0.017	0.598
Lib4_1_bin.23	3795	119.1	43.6	0.012	0.617
Lib4_1_bin.23	17940	120.6	33.5	0.014	0.587
Lib4_1_bin.23	6194	124.7	46.3	0.033	0.607
Lib4_1_bin.23	8894	123.7	40.3	0.08	0.597
Lib4_1_bin.23	12238	124.9	48.8	0.047	0.605
Lib4_1_bin.23	5696	119.8	35.4	0	0.597
Lib4_1_bin.23	4609	121.2	34.9	0.059	0.581
Lib4_1_bin.23	11330	120.5	38.1	0.034	0.576
Lib4_1_bin.23	13999	124.3	48	0.009	0.603
Lib4_1_bin.23	5956	123.1	42.8	0	0.565
Lib4_1_bin.23	3603	118.2	26.5	0	0.553
Lib4_1_bin.23	4711	122.5	37.4	0.094	0.602
Lib4_1_bin.23	3993	119.7	30.6	0.094	0.594
Lib4_1_bin.23	2642	124.7	52.1	0	0.612
Lib4_1_bin.23	5122	125.6	50	0	0.628
Lib4_1_bin.23	5906	124.1	38.3	0.033	0.595
Lib4_1_bin.23	3590	115.3	29.3	0.083	0.552
Lib4_1_bin.23	14487	119.3	36	0.017	0.551
Lib4_1_bin.23	3341	118.8	30.2	0.091	0.555
Lib4_1_bin.23	3679	121.7	39.2	0	0.588
Lib4_1_bin.23	6978	125.3	41.6	0.073	0.609
Lib4_1_bin.23	3290	122.8	37.1	0.097	0.586
Lib4_1_bin.23	18420	122.3	38.3	0.041	0.594
Lib4_1_bin.23	3839	120.1	30.5	0.143	0.567
Lib4_1_bin.23	4525	120.1	37.3	0.056	0.573
Lib4_1_bin.23	3970	124.1	42.7	0	0.579
Lib4_1_bin.23	8723	123.4	46.8	0.026	0.589
Lib4_1_bin.23	3649	122.8	45.4	0.036	0.590
Lib4_1_bin.23	7931	123.7	50.4	0.04	0.599
Lib4_1_bin.23	2977	120.2	46.3	0	0.584
Lib4_1_bin.23	2659	123.2	36.3	0	0.609
Lib4_1_bin.23	2744	123.7	53.3	0.118	0.602
Lib4_1_bin.23	3531	120.6	34.9	0.038	0.564
Lib4_1_bin.23	4291	119.6	68.5	0.051	0.583
Lib4_1_bin.23	13082	125.4	38	0.113	0.605
Lib4_1_bin.23	3109	116.4	79	0.007	0.600
Lib4_1_bin.23	6724	118.3	31	0.032	0.570
Lib4_1_bin.23	4087	121.4	45.3	0	0.597
Lib4_1_bin.23	8235	124	40.3	0.028	0.570
Lib4_1_bin.23	4607	126.8	41.7	0.022	0.596
Lib4_1_bin.23	3122	121	43.3	0	0.584
Lib4_1_bin.23	4112	118.6	42.1	0.007	0.586
Lib4_1_bin.23	5453	120.6	34	0.077	0.556
Lib4_1_bin.23	5142	118.9	33.2	0.095	0.555
Lib4_1_bin.23	2655	123.6	42	0	0.561
Lib4_1_bin.23	4881	124.6	44.9	0.054	0.605
Lib4_1_bin.23	6531	124	44.3	0.034	0.602
Lib4_1_bin.23	11839	121.7	47	0.027	0.597
Lib4_1_bin.23	3666	119.1	33.7	0.011	0.543
Lib4_1_bin.23	8107	124	50.3	0.022	0.616
Lib4_1_bin.23	3680	125.9	41.5	0	0.606
Lib4_1_bin.23	6001	121.2	60.9	0.025	0.601
Lib4_1_bin.23	6107	120.3	39.9	0.008	0.581
Lib4_1_bin.23	3617	115.5	29.8	0.029	0.551
Lib4_1_bin.23	3611	122	52.6	0.007	0.596
Lib4_1_bin.23	7236	124.7	37.4	0.086	0.597
Lib4_1_bin.23	3448	121	36.3	0.091	0.578
Lib4_1_bin.23	4554	127.9	48.3	0	0.579
Lib4_1_bin.23	6002	120.7	48.1	0.012	0.594
Lib4_1_bin.23	4910	123.5	42.6	0.077	0.607
Lib4_1_bin.23	5868	120.7	41.3	0.065	0.600
Lib4_1_bin.23	5639	128.6	57.7	0.018	0.586
Lib4_1_bin.23	8432	122.6	41.4	0.049	0.598
Lib4_1_bin.23	15738	120.2	53.1	0.016	0.611
Lib4_1_bin.23	2872	117	54.5	0.021	0.611
Lib4_1_bin.23	4001	120.6	42.5	0.039	0.594
Lib4_1_bin.23	5804	121.2	38.1	0.083	0.570
Lib4_1_bin.23	8942	121.8	46.1	0.069	0.612
Lib4_1_bin.23	5846	121.3	32.7	0.077	0.554
Lib4_1_bin.23	2695	118.1	33.4	0.074	0.571
Lib4_1_bin.23	4207	122.6	42.9	0	0.595
Lib4_1_bin.23	9841	117.6	36.4	0.103	0.536
Lib4_1_bin.23	11036	122.6	37.8	0.071	0.596
Lib4_1_bin.23	5437	119.2	32.3	0.042	0.553
Lib4_1_bin.23	6606	124.6	38.8	0.075	0.601
Lib4_1_bin.23	6502	123.4	44.1	0.016	0.582
Lib4_1_bin.23	2970	108.3	27.4	0	0.536
Lib4_1_bin.23	9097	121.5	38.5	0.008	0.569
Lib4_1_bin.23	13214	126.1	49.1	0.028	0.612
Lib4_1_bin.23	4887	122.1	40.3	0.1	0.578
Lib4_1_bin.23	3977	120	34.6	0.091	0.607
Lib4_1_bin.23	5375	118.2	35.3	0.071	0.571
Lib4_1_bin.23	3087	117	30	0.015	0.551
Lib4_1_bin.23	6853	115.4	26	0.05	0.560
Lib4_1_bin.23	31147	122.3	51.7	0.021	0.623
Lib4_1_bin.23	4184	121.3	34	0.1	0.570
Lib4_1_bin.23	7519	124.5	36.4	0.077	0.584
Lib4_1_bin.23	8169	124.4	38.4	0.125	0.566
Lib4_1_bin.23	6771	124.9	33.1	0	0.587
Lib4_1_bin.23	6880	122.4	34.4	0.083	0.571
Lib4_1_bin.23	8424	121.5	34.8	0.057	0.567
Lib4_1_bin.23	2650	119.8	27.3	0	0.572
Lib4_1_bin.23	3474	120.4	34.2	0	0.579
Lib4_1_bin.23	5051	123.8	48.4	0.032	0.603
Lib4_1_bin.23	12591	125.6	46.3	0.051	0.601
Lib4_1_bin.23	5820	125.4	43	0.071	0.601
Lib4_1_bin.23	3471	116.6	42.1	0.02	0.559
Lib4_1_bin.23	5709	121.5	36.3	0.024	0.596
Lib4_1_bin.23	4036	116.9	30.1	0.032	0.549
Lib4_1_bin.23	13020	124.3	42.6	0.07	0.619
Lib4_1_bin.23	2943	122.1	40.2	0.059	0.588
Lib4_1_bin.23	6208	118.9	37.4	0.067	0.546
Lib4_1_bin.23	10383	122.3	61.4	0.016	0.596
Lib4_1_bin.23	11339	123.5	39.8	0.075	0.590
Lib4_1_bin.23	7081	120	39.3	0.024	0.594
Lib4_1_bin.23	11189	123.1	41.6	0.026	0.599
Lib4_1_bin.23	6036	124.4	48.6	0.042	0.613
Lib4_1_bin.23	3060	115.3	23.1	0.158	0.523
Lib4_1_bin.23	6329	125	43.1	0	0.589
Lib4_1_bin.23	19728	123.7	44.4	0.016	0.622
Lib4_1_bin.23	4519	118.5	34.7	0.045	0.534
Lib4_1_bin.23	4267	129.9	40	0.074	0.615
Lib4_1_bin.23	4155	120.9	38.2	0	0.567
Lib4_1_bin.23	3334	118.9	39	0.031	0.605
Lib4_1_bin.23	7925	118	33.4	0.044	0.572
Lib4_1_bin.23	6988	123.7	46.4	0.079	0.610
Lib4_1_bin.23	4611	122.5	39.3	0	0.584
Lib4_1_bin.23	10766	121.9	53.3	0.017	0.598
Lib4_1_bin.23	7215	118.6	30.6	0.118	0.568
Lib4_1_bin.23	9103	118.7	40.6	0.062	0.631
Lib4_1_bin.23	3174	120.9	30.4	0.125	0.599
Lib4_1_bin.23	20560	126.1	49.7	0.025	0.606
Lib4_1_bin.23	3590	121.5	35.9	0	0.552
Lib4_1_bin.23	3153	122.9	35.9	0.042	0.585
Lib4_1_bin.23	4532	114.9	30.5	0.017	0.532
Lib4_1_bin.23	11445	123.5	49	0.015	0.576
Lib4_1_bin.23	12361	124.1	46	0.037	0.610
Lib4_1_bin.23	16483	121.7	45.8	0.019	0.580
Lib4_1_bin.23	11719	124.7	42.8	0.073	0.605
Lib4_1_bin.23	3978	119.1	36.9	0.02	0.583
Lib4_1_bin.23	13450	118.8	36.4	0.019	0.554
Lib4_1_bin.23	5111	121.4	38.2	0.083	0.622
Lib4_1_bin.23	6838	121.7	42	0.057	0.579
Lib4_1_bin.23	7693	123.7	41.4	0.102	0.608
Lib4_1_bin.23	5595	120.8	38.5	0.022	0.577
Lib4_1_bin.23	9907	119.3	34.2	0.031	0.566
Lib4_1_bin.23	7312	123.2	39.7	0.025	0.595
Lib4_1_bin.23	4688	117.4	25.4	0.039	0.549
Lib4_1_bin.23	8529	122	34	0.018	0.593
Lib4_1_bin.23	12115	125.5	49.5	0.021	0.631
Lib4_1_bin.23	5509	115.1	25	0.091	0.563
Lib4_1_bin.23	4126	120.3	65.8	0.025	0.624
Lib4_1_bin.23	2635	126	43.3	0	0.587
Lib4_1_bin.23	3258	118.5	33.1	0.083	0.598
Lib4_1_bin.23	4956	120.8	37.1	0.125	0.602
Lib4_1_bin.23	5157	124	40.4	0.029	0.616
Lib4_1_bin.23	3344	123.3	42.2	0	0.612
Lib4_1_bin.23	9219	113.7	39.8	0.057	0.570
Lib4_1_bin.23	4760	125.6	61.1	0.009	0.592
Lib4_1_bin.23	3371	120.3	40.5	0.012	0.595
Lib4_1_bin.23	3478	122.3	40.8	0.069	0.590
Lib4_1_bin.23	2799	117.8	71	0.005	0.598
Lib4_1_bin.23	6189	119.4	34.2	0.032	0.603
Lib4_1_bin.23	8437	124.1	42.6	0.068	0.611
Lib4_1_bin.23	3504	121.9	55.6	0.011	0.582
Lib4_1_bin.23	3842	122.1	97.8	0.014	0.593
Lib4_1_bin.23	9689	120.9	38.3	0.043	0.562
Lib4_1_bin.23	16638	121.7	36.6	0.058	0.582
Lib4_1_bin.23	12943	122.7	44.1	0.026	0.583
Lib4_1_bin.23	3530	119.2	29.7	0.083	0.572
Lib4_1_bin.23	8131	122.8	40.9	0.136	0.625
Lib4_1_bin.23	8137	122.1	39.8	0.1	0.594
Lib4_1_bin.23	2772	120.1	38.8	0.091	0.588
Lib4_1_bin.23	8176	122.6	46.3	0.033	0.601
Lib4_1_bin.23	3846	120.5	35.7	0.091	0.578
Lib4_1_bin.23	7034	122	46.5	0.052	0.581
Lib4_1_bin.23	21148	120	33.3	0.05	0.559
Lib4_1_bin.23	4426	123.9	38.4	0.04	0.599
Lib4_1_bin.23	3057	121	39.7	0.077	0.582
Lib4_1_bin.23	5678	122.9	65.9	0.014	0.624
Lib4_1_bin.23	8351	120.5	31.7	0.057	0.576
Lib4_1_bin.23	8109	119.5	31.8	0.037	0.579
Lib4_1_bin.23	3800	115.1	45.2	0.013	0.557
Lib4_1_bin.23	2911	125.6	42	0.083	0.597
Lib4_1_bin.23	3492	124.8	41.3	0.083	0.596
Lib4_1_bin.23	3137	116.9	44.9	0.019	0.550
Lib4_1_bin.23	9528	117.9	44.3	0.016	0.537
Lib4_1_bin.23	9186	123.4	58.4	0.012	0.602
Lib4_1_bin.23	6913	126.8	48.3	0.025	0.614
Lib4_1_bin.23	4241	124	40.6	0.027	0.631
Lib4_1_bin.23	4650	119.9	39.5	0.033	0.564
Lib4_1_bin.23	2560	128.5	51.9	0	0.609
Lib4_1_bin.23	5862	122.8	38.5	0.026	0.583
Lib4_1_bin.23	6299	123.3	40.8	0.027	0.597
Lib4_1_bin.23	11753	124.4	44.7	0.02	0.594
Lib4_1_bin.23	4800	117.4	32.4	0	0.539
Lib4_1_bin.23	5546	121.5	52.7	0.013	0.596
Lib4_1_bin.23	3534	127.3	37.3	0	0.591
Lib4_1_bin.23	10628	123.8	45.3	0.018	0.604
Lib4_1_bin.23	2776	117.4	31.3	0	0.542
Lib4_1_bin.23	24433	120.7	33.5	0.019	0.573
Lib4_1_bin.23	13168	123.6	42.1	0.038	0.603
Lib4_1_bin.23	3375	116.4	31.5	0.071	0.555
Lib4_1_bin.23	5007	122.6	43.8	0.095	0.596
Lib4_1_bin.23	4986	122.8	38.4	0.061	0.597
Lib4_1_bin.23	3236	122.3	42.8	0	0.591
Lib4_1_bin.23	6500	122.2	42.2	0	0.617
Lib4_1_bin.23	6793	122.9	40.6	0.034	0.588
Lib4_1_bin.23	2569	119.7	38.8	0.045	0.571
Lib4_8_bin.65	26134	122.5	81.2	0.182	0.437
Lib4_8_bin.65	39909	122.1	101.1	0.167	0.462
Lib4_8_bin.65	32918	122.4	103.2	0.122	0.459
Lib4_8_bin.65	8012	122.8	95.7	0.148	0.456
Lib4_8_bin.65	46642	121.9	87.5	0.161	0.447
Lib4_8_bin.65	11821	123.8	99.6	0.213	0.461
Lib4_8_bin.65	2925	121.6	108.8	0.034	0.417
Lib4_8_bin.65	14899	121.4	86.8	0.151	0.462
Lib4_8_bin.65	7455	124.9	107.2	0.202	0.464
Lib4_8_bin.65	3887	119.2	79.9	0.036	0.450
Lib4_8_bin.65	13444	118.9	73.5	0.168	0.444
Lib4_8_bin.65	9499	120.2	103.3	0.238	0.482
Lib4_8_bin.65	8516	122.6	135.9	0.037	0.435
Lib4_8_bin.65	28536	121.2	95	0.161	0.463
Lib4_8_bin.65	5956	123.2	116.1	0.255	0.480
Lib4_8_bin.65	41913	122	81.5	0.108	0.439
Lib4_8_bin.65	15848	123.6	103.8	0.141	0.460
Lib4_8_bin.65	20439	123.1	108.4	0.066	0.459
Lib4_8_bin.65	8217	119.5	71	0.128	0.427
Lib4_8_bin.65	31041	122.4	97	0.183	0.455
Lib4_8_bin.65	55037	122.6	105.5	0.189	0.463
Lib4_8_bin.65	71731	121.5	86.7	0.166	0.440
Lib4_8_bin.65	31042	121.1	87.4	0.188	0.450
Lib4_8_bin.65	13824	120.4	80.8	0.13	0.448
Lib4_8_bin.65	11408	121.7	85.8	0.14	0.441
Lib4_8_bin.65	9664	119.4	57.4	0.121	0.395
Lib4_8_bin.65	83772	122.1	94	0.171	0.457
Lib4_8_bin.65	26444	122.2	110	0.161	0.475
Lib4_8_bin.65	5388	122.8	111.6	0.13	0.450
Lib4_8_bin.65	3080	122.6	84.7	0.062	0.423
Lib4_8_bin.65	42505	122.2	93.3	0.139	0.456
Lib4_8_bin.65	51694	122.5	102.1	0.132	0.461
Lib4_8_bin.65	9322	123.6	93.6	0.188	0.448
Lib4_8_bin.65	12072	120.3	98.5	0.162	0.460
Lib4_8_bin.65	6181	121.3	62.4	0.145	0.421
Lib4_8_bin.65	26620	121.7	113.1	0.088	0.467
Lib4_8_bin.65	23695	123.6	97	0.181	0.444
Lib4_8_bin.65	44211	121.8	94.7	0.176	0.455
Lib4_8_bin.65	16393	118.5	58	0.183	0.429
Lib4_8_bin.65	11154	122.2	122.1	0.098	0.472
Lib4_8_bin.65	37988	122.9	101.7	0.179	0.466
Lib4_8_bin.65	17556	121.4	76	0.173	0.441
Lib4_8_bin.65	31020	121.8	93.1	0.143	0.447
Lib4_8_bin.65	42922	121.9	103.7	0.141	0.471
Lib4_8_bin.65	22401	121.1	82.7	0.188	0.448
Lib4_8_bin.65	17914	124.7	106.5	0.183	0.468
Lib4_8_bin.65	4695	121.7	104.5	0.159	0.459
Lib4_8_bin.65	19091	121.7	98.5	0.227	0.463
Lib4_8_bin.65	24845	122.6	82.9	0.145	0.429
Lib4_8_bin.65	13288	122.7	79.3	0.128	0.445
Lib4_8_bin.65	23525	120.8	64.7	0.187	0.432
Lib4_8_bin.65	8182	121.9	103.3	0.206	0.472
Lib4_8_bin.65	17174	121.7	122.9	0.047	0.453
Lib4_8_bin.65	29523	122.5	82	0.196	0.438
Lib4_8_bin.65	49373	122.1	83.2	0.192	0.434
Lib4_8_bin.65	30714	122.3	91	0.215	0.448
Lib4_8_bin.65	69382	120.9	85	0.14	0.449
Lib4_8_bin.65	36836	122.5	87.2	0.114	0.447
Lib4_8_bin.65	26068	121.3	84.2	0.166	0.449
Lib4_8_bin.65	14298	121.2	98.4	0.11	0.468
Lib4_8_bin.65	9234	121.8	101.3	0.151	0.441
Lib4_8_bin.65	50331	121.3	80.3	0.122	0.425
Lib4_8_bin.65	18468	121.7	106	0.116	0.470
Lib4_8_bin.65	7630	121.4	80.5	0.186	0.436
Lib4_8_bin.65	6361	121.6	101.1	0.148	0.463
